268|23|153
268|23|153
304|-27|151
304|-27|151
314|-67|136
314|-67|136
333|-112|109
333|-112|109
347|-161|75
347|-161|75
350|-217|28
350|-217|28
350|-261|28
350|-261|28
333|-292|-62
333|-292|-62
322|-292|-113
301|-296|-174
280|-305|-210
226|-328|-252
226|-328|-252
172|-341|-261
172|-341|-261
55|-328|-280
55|-328|-280
55|-306|-288
55|-306|-288
-79|-259|-290
-79|-259|-290
-130|-207|-276
-130|-207|-276
-152|-164|-261
-152|-164|-261
-173|-133|-239
-173|-133|-239
-200|-123|-215
-200|-123|-215
-232|-129|-190
-232|-129|-190
-258|-145|-172
-258|-145|-172
-286|-168|-151
-286|-168|-151
-289|-186|-128
-289|-186|-128
-275|-238|-124
-275|-238|-124
-272|-293|-119
-272|-293|-119
-194|-201|-111
-194|-201|-111
-178|-231|-92
-178|-231|-92
-156|-193|-60
-156|-193|-60
-144|-182|-50
-144|-182|-50
-132|-171|-40
-132|-171|-40
-125|-154|-35
-125|-154|-35
-136|-145|-22
-136|-145|-22
-136|-116|-22
-136|-116|-22
-133|-95|-22
-133|-95|-22
-117|-74|2
-117|-74|2
-104|-58|11
-104|-58|11
-82|-47|15
-82|-47|15
-49|-37|15
-49|-37|15
17|-18|39
17|-18|39
116|-10|45
116|-10|45
161|-5|45
161|-5|45
177|-5|47
177|-5|47
190|-5|50
190|-5|50
203|-5|43
203|-5|43
212|-5|30
212|-5|30
212|3|22
212|3|22
207|9|12
207|9|12
191|10|10
191|10|10
181|8|10
181|8|10
174|2|9
174|2|9
176|2|4
176|2|4
185|2|4
185|2|4
193|2|4
193|2|4
194|2|4
194|2|4
184|2|4
184|2|4
169|2|4
169|2|4
165|2|4
165|2|4
165|2|4
165|2|4
155|2|5
155|2|5
140|2|20
140|2|20
130|2|36
130|2|36
120|2|57
120|2|57
109|-3|73
109|-3|73
109|-5|123
109|-5|123
-66|-35|187
-66|-35|187
-107|-52|214
-107|-52|214
-122|-57|222
-122|-57|222
-118|-50|224
-118|-50|224
-94|-44|209
-94|-44|209
-61|-17|174
-61|-17|174
-25|-17|100
-25|-17|100
-25|-17|26
-25|-17|26
-25|-17|12
-25|-17|12
-25|-17|2
-25|-17|2
